Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","decreto_12002_2024, Art. 4º, § 5º",83,84,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Os atos normativos inferiores a decreto conterão fecho com o nome das autoridades signatárias, separado do texto por uma linha em branco.",urn:lex:br:federal:decreto:2024-04-22;12002!art4_par5
"PAR","decreto_12002_2024, Art. 4º, § 6º",85,86,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Os decretos, as medidas provisórias e as leis conterão fecho com os nomes do Presidente da República e das autoridades que referendarem o ato normativo somente em sua publicação no Diário Oficial da União.",urn:lex:br:federal:decreto:2024-04-22;12002!art4_par6
"CPT","decreto_12002_2024, Art. 5º, caput",89,90,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] A ementa expressará, de modo conciso, o objeto do ato normativo.",urn:lex:br:federal:decreto:2024-04-22;12002!art5_cpt
"PAR","decreto_12002_2024, Art. 5º, Parágrafo único.",91,96,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] A expressão “e dá outras providências” poderá ser usada para substituir a menção expressa a temas do ato normativo somente nas hipóteses de: atos normativos de extensão excepcional e com multiplicidade de temas; e questão pouco relevante e relacionada com os demais temas expressos na ementa.",urn:lex:br:federal:decreto:2024-04-22;12002!art5_par1u
"CPT","decreto_12002_2024, Art. 6º, caput",99,100,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Os primeiros dispositivos do texto do ato normativo indicarão o seu objeto e o seu âmbito de aplicação.",urn:lex:br:federal:decreto:2024-04-22;12002!art6_cpt
"PAR","decreto_12002_2024, Art. 6º, Parágrafo único.",101,102,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] O disposto no caput não se aplica aos atos normativos meramente alteradores ou revogadores de outros atos normativos.",urn:lex:br:federal:decreto:2024-04-22;12002!art6_par1u
"CPT","decreto_12002_2024, Art. 7º, caput",105,110,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] O ato normativo terá apenas um objeto e não conterá matéria: estranha ao objeto que visa disciplinar; e não vinculada a ele por afinidade, pertinência ou conexão.",urn:lex:br:federal:decreto:2024-04-22;12002!art7_cpt
"CPT","decreto_12002_2024, Art. 8º, caput",113,118,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] O ato normativo que dispuser sobre matéria já tratada em ato da mesma espécie normativa será editado por meio de: alteração do ato normativo existente; ou edição de novo ato normativo, do qual constará a revogação do ato normativo existente.",urn:lex:br:federal:decreto:2024-04-22;12002!art8_cpt
"CPT","decreto_12002_2024, Art. 9º, caput",121,126,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Os atos normativos inferiores a decreto serão editados sob a denominação de: instruções normativas e portarias - atos normativos editados por uma ou mais autoridades singulares; e resoluções - atos normativos editados por colegiados.",urn:lex:br:federal:decreto:2024-04-22;12002!art9_cpt
"PAR","decreto_12002_2024, Art. 9º, § 1º",127,136,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] O disposto no caput não afasta a possibilidade de: uso de outras denominações de atos normativos por força de exigência legal; edição de instruções normativas, portarias ou resoluções conjuntas; edição de portarias ou resoluções com atos de pessoal; ou manutenção de atos normativos editados anteriormente a 3 de fevereiro de 2020 com outras denominações.",urn:lex:br:federal:decreto:2024-04-22;12002!art9_par1
"PAR","decreto_12002_2024, Art. 9º, § 2º",137,144,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Os atos de pessoal de que trata o inciso III do § 1º: referem-se a agentes públicos nominalmente identificados; não contêm ementa; e são designados, na epígrafe, com o título “PORTARIA” ou “RESOLUÇÃO”, seguido da numeração sequencial e da data de assinatura.",urn:lex:br:federal:decreto:2024-04-22;12002!art9_par2
"CPT","decreto_12002_2024, Art. 10., caput",147,148,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] É vedado o uso do despacho de autoridade como meio de aprovação de ato normativo apartado.",urn:lex:br:federal:decreto:2024-04-22;12002!art10_cpt
"CPT","decreto_12002_2024, Art. 11., caput",151,272,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] As disposições normativas serão redigidas com clareza, precisão e ordem lógica, e observarão o seguinte: para obtenção da clareza: empregar as palavras e as expressões em seu sentido comum, exceto quando a norma versar sobre assunto técnico, hipótese em que se poderá empregar a nomenclatura própria da área sobre a qual dispõe o ato normativo; usar frases curtas e concisas; usar orações na ordem direta; evitar preciosismos, neologismos e adjetivações; e buscar a uniformidade do tempo verbal e usar, preferencialmente, o presente ou o futuro do presente do modo indicativo; para obtenção da precisão: articular a linguagem mais adequada, comum ou técnica, à compreensão do objetivo, do conteúdo e do alcance do ato normativo; respeitar as regras gramaticais e ortográficas da norma culta da língua portuguesa; expressar a ideia, quando repetida ao longo do texto, por meio das mesmas palavras, de modo a evitar o emprego de sinonímia; não usar palavra ou expressão: que possa conferir ambiguidade ao texto; em língua estrangeira quando houver termo equivalente em língua portuguesa, ressalvadas as expressões jurídicas habituais do latim; ou não reconhecida pelo Vocabulário Ortográfico da Língua Portuguesa ou pelos principais dicionários de língua portuguesa quando houver termo reconhecido que possa substituí-la; escolher termos que tenham o mesmo significado na maior parte do território nacional; quanto às siglas ou aos acrônimos: não usar para designar órgãos ou unidades da administração pública direta; usar para designar entidades da administração pública indireta apenas se previstos em lei; não usar para fazer referência a ato normativo; usar para designar colegiado, política pública, projeto, programa ou sistema apenas se previstos em lei ou no ato normativo que os instituiu; não estabelecer novos usos para siglas ou acrônimos preexistentes; usar apenas se consagrados pelo uso geral e não apenas no âmbito de setor da administração pública ou de grupo social específico; e na primeira menção, grafar o nome por extenso, seguido de travessão e da sigla ou do acrônimo; usar no penúltimo inciso, alínea, item ou subitem: a conjunção “e”, se a sequência de dispositivos for cumulativa ou enumerativa; ou a conjunção “ou”, se a sequência de dispositivos for alternativa; grafar os números das seguintes formas: em algarismos arábicos, nas referências a: 1. datas; e 2. numeração de ato normativo; em algarismos arábicos, seguidos de sua indicação por extenso entre parênteses, nas referências a: 1. números decimais e fracionários; 2. percentuais; e 3. valores monetários; e por extenso, nas demais referências; grafar as datas das seguintes formas: “1º de janeiro de 2024”; e “2 de janeiro de 2024”; grafar a indicação do ano sem o ponto entre as casas do milhar e da centena; grafar a remissão aos atos normativos das seguintes formas: “Lei nº 10.406, de 10 de janeiro de 2002 – Código Civil”, no caso de códigos; e “Lei nº 8.112, de 11 de dezembro de 1990”, nos demais casos; quanto às remissões: não fazer remissões desnecessárias a outros atos normativos; não fazer remissões encadeadas; não fazer remissões a atos normativos hierarquicamente inferiores; indicar, expressamente, o dispositivo objeto de remissão, por meio do emprego da abreviatura “art.”, seguida do número correspondente, ordinal ou cardinal; grafar as remissões aos dispositivos de outros artigos da seguinte forma: “art. 1º, caput, inciso I, alínea ‘a’”; grafar as remissões ao próprio artigo da seguinte forma: 1. “inciso I, alínea ‘a’, do caput”; ou 2. “inciso I, alínea ‘a’, item 1, do § 1º”; com exceção dos códigos, não usar nomes próprios ou apelidos para se referir a atos normativos; e não usar expressões como “anterior”, “seguinte” ou equivalentes para fazer remissões a outros dispositivos; e referir-se a unidades administrativas de forma completa na primeira menção, com a denominação das unidades administrativas superiores e do órgão ou da entidade a que pertençam; e para a obtenção da ordem lógica: reunir sob as categorias de agregação – livro, título, capítulo, seção e subseção – apenas as disposições relacionadas com a matéria nelas especificada; restringir o conteúdo de cada artigo a apenas um assunto ou princípio; restringir o texto do dispositivo a apenas um período; expressar por meio dos parágrafos apenas os aspectos complementares à norma enunciada no caput do artigo e as exceções à regra por ela estabelecida; e promover as discriminações e as enumerações por meio dos incisos, das alíneas, dos itens e dos subitens.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_cpt
"PAR","decreto_12002_2024, Art. 11., § 1º",273,278,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Os atos normativos não conterão dispositivo com relação de conceitos, exceto quando usarem expressão ou palavra: nova, que não conste de dicionários de língua portuguesa, cujo significado não possa ser reconhecido imediatamente pelo intérprete, e que não possa ser substituída por outra já reconhecida; ou com múltiplos significados, de modo que se torne necessário delimitar o significado empregado no ato normativo.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par1
"PAR","decreto_12002_2024, Art. 11., § 2º",279,280,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] O uso de conceitos a que se refere o § 1º será justificado nos pareceres constantes do processo.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par2
"PAR","decreto_12002_2024, Art. 11., § 3º",281,282,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Os conceitos a que se refere o § 1º não poderão gerar antinomia com aqueles estabelecidos por entes públicos com competência na matéria.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par3
"PAR","decreto_12002_2024, Art. 11., § 4º",283,284,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] A expressão “e/ou” não será usada em atos normativos.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par4
"PAR","decreto_12002_2024, Art. 11., § 5º",285,286,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] O texto do primeiro artigo do ato normativo não formará locução com o verbo constante na ordem de execução nem será iniciado com verbo no infinitivo impessoal.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par5
"PAR","decreto_12002_2024, Art. 11., § 6º",287,288,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Nos atos normativos que tratem da imposição de licenças ou autorizações como requisito para importações ou exportações, em razão de características das mercadorias, constará a identificação das mercadorias que se submetem aos processos de licenciamento ou de autorização, usada como referência sua classificação na Nomenclatura Comum do Mercosul.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par6
"PAR","decreto_12002_2024, Art. 11., § 7º",289,290,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] O disposto no § 6º não se aplica às normas de natureza tributária ou aduaneira de competência da Secretaria Especial da Receita Federal do Brasil do Ministério da Fazenda.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par7
"PAR","decreto_12002_2024, Art. 11., § 8º",291,292,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Ressalvadas as normas de Direito Financeiro, os atos normativos não conterão textos explicativos, dissertativos ou que tenham como objetivo explicar iniciativas ou políticas públicas.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par8
"PAR","decreto_12002_2024, Art. 11., § 9º",293,294,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] A denominação de cargo público ou função de confiança mencionada em ato normativo poderá ser flexionada conforme o gênero da pessoa que a ocupe no momento da proposição do ato normativo.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par9
"PAR","decreto_12002_2024, Art. 11., § 10.",295,296,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Alternativamente ao disposto no § 9º, as Ministras de Estado e os Ministros de Estado poderão ser referidos como autoridade máxima do órgão.",urn:lex:br:federal:decreto:2024-04-22;12002!art11_par10
"CPT","decreto_12002_2024, Art. 12., caput",299,408,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] O texto da proposta de ato normativo observará as seguintes regras: a unidade básica de articulação é o artigo, indicado pela abreviatura “Art.”, seguida de numeração: ordinal até o nono artigo; e cardinal, acompanhada de ponto, a partir do décimo artigo; a numeração do artigo é separada do texto por dois espaços em branco, sem traços ou outros sinais; o texto do artigo inicia-se com letra maiúscula e termina com ponto ou, nos casos em que se desdobrar em incisos, com dois-pontos; o artigo desdobra-se em parágrafos ou em incisos, e o parágrafo desdobra-se em incisos; o parágrafo único é indicado pela expressão “Parágrafo único”, seguida de ponto e separada do texto por dois espaços em branco; os parágrafos são indicados pelo símbolo “§”, seguido de numeração: ordinal até o nono parágrafo; e cardinal, acompanhada de ponto, a partir do décimo parágrafo; a numeração do parágrafo é separada do texto por dois espaços em branco, sem traços ou outros sinais; o texto do parágrafo único e dos parágrafos inicia-se com letra maiúscula e termina com ponto ou, nos casos em que se desdobrarem em incisos, com dois-pontos; os incisos são indicados por algarismos romanos seguidos de hífen, separado do algarismo e do texto por um espaço em branco; o texto do inciso inicia-se com letra minúscula, exceto quando se tratar de nome próprio, e termina com: ponto e vírgula; dois-pontos, quando se desdobrar em alíneas; ou ponto, caso seja o último; o inciso desdobra-se em alíneas, indicadas com letras minúsculas, em ordem alfabética, acompanhadas de parêntese, separado do texto por um espaço em branco; o texto da alínea inicia-se com letra minúscula, exceto quando se tratar de nome próprio, e termina com: ponto e vírgula; dois-pontos, quando se desdobrar em itens; ou ponto, caso seja a última e anteceda artigo ou parágrafo; a alínea desdobra-se em itens, que se desdobram em subitens, indicados por algarismos arábicos, seguidos de ponto e separados do texto por um espaço em branco; o texto do item e do subitem inicia-se com letra minúscula, exceto quando se tratar de nome próprio, e termina com: ponto e vírgula; ou ponto, caso seja o último e anteceda artigo ou parágrafo; os artigos podem ser agrupados em capítulos; os capítulos podem ser subdivididos em seções, e as seções, em subseções; no caso de códigos ou de atos normativos de excepcional extensão, os capítulos podem ser agrupados em títulos, os títulos em livros, e os livros em partes; os capítulos, os títulos, os livros e as partes são grafados em letras maiúsculas, sem negrito, e identificados por algarismos romanos; a parte pode ser subdividida em parte geral e em parte especial, ou em partes expressas em numeral ordinal, por extenso; as subseções e as seções são indicadas por algarismos romanos, grafadas em letras minúsculas e em negrito; os capítulos podem ser subdivididos em “Disposições preliminares”, “Disposições gerais”, “Disposições finais” e “Disposições transitórias”; na formatação do texto do ato normativo, usa-se: fonte Calibri ou Carlito, corpo doze; margem lateral esquerda de dois centímetros de largura; margem lateral direita de um centímetro de largura; recuo à esquerda de 2,5 cm (dois centímetros e cinco milímetros) nos textos que correspondem a alterações no corpo de outros atos normativos; espaçamento simples entre linhas e de seis pontos após cada parágrafo; e acréscimo de uma linha em branco: antes e após a denominação de parte, livro, título, capítulo, seção ou subseção; e após a epígrafe, a ementa, o preâmbulo e a ordem de execução; no texto do ato normativo não se usa: texto sublinhado; texto tachado; cabeçalho; rodapé; texto colorido; campos com atualização automática; e qualquer forma de caracteres ou símbolos não imprimíveis; os arquivos eletrônicos dos atos normativos são configurados para o tamanho A4 (duzentos e noventa e sete milímetros de altura por duzentos e dez milímetros de largura); as palavras e as expressões em latim ou em língua estrangeira são grafadas em itálico; a epígrafe, formada pelo título designativo da espécie normativa e pela data de assinatura, é grafada em letras maiúsculas, sem negrito, de forma centralizada; e a ementa tem alinhamento justificado, com recuo de nove centímetros à esquerda.",urn:lex:br:federal:decreto:2024-04-22;12002!art12_cpt
"PAR","decreto_12002_2024, Art. 12., Parágrafo único.",409,410,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] Poderá ser adotada a especificação temática do conteúdo de artigo ou de grupo de artigos, mediante denominação grafada em letras minúsculas e em negrito, alinhada à esquerda, sem numeração, posicionada imediatamente antes do dispositivo ou do grupo de dispositivos.",urn:lex:br:federal:decreto:2024-04-22;12002!art12_par1u
"CPT","decreto_12002_2024, Art. 13., caput",413,420,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] A alteração de ato normativo será realizada por meio: da edição de nova norma, com revogação da norma vigente, quando se tratar de alteração substancial; da revogação parcial; ou da alteração, da supressão ou do acréscimo de dispositivos.",urn:lex:br:federal:decreto:2024-04-22;12002!art13_cpt
"PAR","decreto_12002_2024, Art. 13., § 1º",421,422,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] A alteração de dispositivo de medida provisória editada anteriormente à Emenda Constitucional nº 32, de 11 de setembro de 2001, somente poderá ser realizada por meio da edição de novo ato e da revogação dos dispositivos relacionados com o tema que constem da referida medida provisória.",urn:lex:br:federal:decreto:2024-04-22;12002!art13_par1
"PAR","decreto_12002_2024, Art. 13., § 2º",423,424,"[ Vigência Estabelece normas para elaboração, redação, alteração e consolidação de atos normativos. | DA ELABORAÇÃO, DA REDAÇÃO, DA ARTICULAÇÃO E DA ALTERAÇÃO DE ATOS NORMATIVOS Análise prévia à elaboração de atos normativos | ] A alteração de dispositivo de medida provisória editada posteriormente à Emenda Constitucional nº 32, de 11 de setembro de 2001, não será realizada.",urn:lex:br:federal:decreto:2024-04-22;12002!art13_par2
