Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","decreto_lei_4657_19420904, Art. 4º, caput",28,29,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Quando a lei for omissa, o juiz decidirá o caso de acordo com a analogia, os costumes e os princípios gerais de direito.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art4_cpt
"CPT","decreto_lei_4657_19420904, Art. 5º, caput",32,33,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Na aplicação da lei, o juiz atenderá aos fins sociais a que ela se dirige e às exigências do bem comum.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art5_cpt
"CPT","decreto_lei_4657_19420904, Art. 6º, caput",36,37,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A Lei em vigor terá efeito imediato e geral, respeitados o ato jurídico perfeito, o direito adquirido e a coisa julgada. (“Caput” do artigo com redação dada pela Lei nº 3.238, de 1.8.1957)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art6_cpt
"PAR","decreto_lei_4657_19420904, Art. 6º, § 1º",38,39,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Reputa-se ato jurídico perfeito o já consumado segundo a lei vigente ao tempo em que se efetuou. (Parágrafo acrescido pela Lei nº 3.238, de 1.8.1957)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art6_par1
"PAR","decreto_lei_4657_19420904, Art. 6º, § 2º",40,41,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Consideram-se adquiridos assim os direitos que o seu titular, ou alguém por ele, possa exercer, como aqueles cujo começo do exercício tenha termo prefixo, ou condição pre-estabelecida inalterável, a arbítrio de outrem. (Parágrafo acrescido pela Lei nº 3.238, de 1.8.1957)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art6_par2
"PAR","decreto_lei_4657_19420904, Art. 6º, § 3º",42,43,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Chama-se coisa julgada ou caso julgado a decisão judicial de que já não caiba recurso. (Parágrafo acrescido pela Lei nº 3.238, de 1.8.1957)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art6_par3
"CPT","decreto_lei_4657_19420904, Art. 7º, caput",46,47,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A lei do país em que domiciliada a pessoa determina as regras sobre o começo e o fim da personalidade, o nome, a capacidade e os direitos de família.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_cpt
"PAR","decreto_lei_4657_19420904, Art. 7º, § 1º",48,49,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Realizando-se o casamento no Brasil, será aplicada a lei brasileira quanto aos impedimentos dirimentes e às formalidades da celebração.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_par1
"PAR","decreto_lei_4657_19420904, Art. 7º, § 2º",50,51,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] O casamento de estrangeiros poderá celebrar-se perante autoridades diplomáticas ou consulares do país de ambos os nubentes. (Parágrafo com redação dada pela Lei nº 3.238, de 1.8.1957)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_par2
"PAR","decreto_lei_4657_19420904, Art. 7º, § 3º",52,53,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Tendo os nubentes domicílio diverso, regerá os casos de invalidade do matrimônio a lei do primeiro domicílio conjugal.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_par3
"PAR","decreto_lei_4657_19420904, Art. 7º, § 4º",54,55,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] O regime de bens, legal ou convencional, obedece à lei do país em que tiverem os nubentes domicílio, e, se este for diverso, à do primeiro domicílio conjugal.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_par4
"PAR","decreto_lei_4657_19420904, Art. 7º, § 5º",56,57,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] O estrangeiro casado, que se naturalizar brasileiro, pode, mediante expressa anuência de seu cônjuge, requerer ao juiz, no ato de entrega do decreto de naturalização, se apostile ao mesmo a adoção do regime de comunhão parcial de bens, respeitados os direitos de terceiros e dada esta adoção ao competente registro. (Parágrafo com redação dada pela Lei nº 6.515, de 26.12.1977)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_par5
"PAR","decreto_lei_4657_19420904, Art. 7º, § 6º",58,59,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] O divórcio realizado no estrangeiro, se um ou ambos os cônjuges forem brasileiros, só será reconhecido no Brasil depois de 1 (um) ano da data da sentença, salvo se houver sido antecedida de separação judicial por igual prazo, caso em que a homologação produzirá efeito imediato, obedecidas as condições estabelecidas para a eficácia das sentenças estrangeiras no país. O Superior Tribunal de Justiça, na forma de seu regimento interno, poderá reexaminar, a requerimento do interessado, decisões já proferidas em pedidos de homologação de sentenças estrangeiras de divórcio de brasileiros, a fim de que passem a produzir todos os efeitos legais. (Parágrafo com redação dada pela Lei nº 12.036, de 1.10.2009)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_par6
"PAR","decreto_lei_4657_19420904, Art. 7º, § 7º",60,61,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Salvo o caso de abandono, o domicílio do chefe da família estende-se ao outro cônjuge e aos filhos não emancipados, e o do tutor ou curador aos incapazes sob sua guarda.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_par7
"PAR","decreto_lei_4657_19420904, Art. 7º, § 8º",62,63,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Quando a pessoa não tiver domicílio, considerar-se-á domiciliada no lugar de sua residência ou naquele em que se encontre.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art7_par8
"CPT","decreto_lei_4657_19420904, Art. 8º, caput",66,67,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Para qualificar os bens e regular as relações a eles concernentes, aplicar-se-á a lei do país em que estiverem situados.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art8_cpt
"PAR","decreto_lei_4657_19420904, Art. 8º, § 1º",68,69,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Aplicar-se-á a lei do país em que for domiciliado o proprietário, quanto aos bens moveis que ele trouxer ou se destinarem a transporte para outros lugares.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art8_par1
"PAR","decreto_lei_4657_19420904, Art. 8º, § 2º",70,71,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] O penhor regula-se pela lei do domicílio que tiver a pessoa, em cuja posse se encontre a coisa apenhada.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art8_par2
"CPT","decreto_lei_4657_19420904, Art. 9º, caput",74,75,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Para qualificar e reger as obrigações, aplicar-se-á a lei do país em que se constituírem.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art9_cpt
"PAR","decreto_lei_4657_19420904, Art. 9º, § 1º",76,77,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Destinando-se a obrigação a ser executada no Brasil e dependendo de forma essencial, será esta observada, admitidas as peculiaridades da lei estrangeira quanto aos requisitos extrínsecos do ato.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art9_par1
"PAR","decreto_lei_4657_19420904, Art. 9º, § 2º",78,79,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A obrigação resultante do contrato reputa-se constituida no lugar em que residir o proponente.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art9_par2
"CPT","decreto_lei_4657_19420904, Art. 10., caput",82,83,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A sucessão por morte ou por ausência obedece à lei do país em que domiciliado o defunto ou o desaparecido, qualquer que seja a natureza e a situação dos bens.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art10_cpt
"PAR","decreto_lei_4657_19420904, Art. 10., § 1º",84,85,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A sucessão de bens de estrangeiros, situados no País, será regulada pela lei brasileira em benefício do cônjuge ou dos filhos brasileiros, ou de quem os represente, sempre que não lhes seja mais favorável a lei pessoal do de cujus. (Parágrafo com redação dada pela Lei nº 9.047, de 18.5.1995)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art10_par1
"PAR","decreto_lei_4657_19420904, Art. 10., § 2º",86,87,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A lei do domicílio do herdeiro ou legatário regula a capacidade para suceder.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art10_par2
"CPT","decreto_lei_4657_19420904, Art. 11., caput",90,91,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] As organizações destinadas a fins de interesse coletivo, como as sociedades e as fundações, obedecem à lei do Estado em que se constituirem.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art11_cpt
"PAR","decreto_lei_4657_19420904, Art. 11., § 1º",92,93,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Não poderão, entretanto. ter no Brasil filiais, agências ou estabelecimentos antes de serem os atos constitutivos aprovados pelo Governo brasileiro, ficando sujeitas à lei brasileira.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art11_par1
"PAR","decreto_lei_4657_19420904, Art. 11., § 2º",94,95,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Os Governos estrangeiros, bem como as organizações de qualquer natureza, que eles tenham constituido, dirijam ou hajam investido de funções públicas, não poderão adquirir no Brasil bens imóveis ou susceptiveis de desapropriação.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art11_par2
"PAR","decreto_lei_4657_19420904, Art. 11., § 3º",96,97,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Os Governos estrangeiros podem adquirir a propriedade dos prédios necessários à sede dos representantes diplomáticos ou dos agentes consulares.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art11_par3
"CPT","decreto_lei_4657_19420904, Art. 12., caput",100,101,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] É competente a autoridade judiciária brasileira, quando for o réu domiciliado no Brasil ou aqui tiver de ser cumprida a obrigação.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art12_cpt
"PAR","decreto_lei_4657_19420904, Art. 12., § 1º",102,103,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Só à .autoridade judiciária brasileira compete conhecer das ações, relativas a imóveis situados no Brasil.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art12_par1
"PAR","decreto_lei_4657_19420904, Art. 12., § 2º",104,105,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A autoridade judiciária brasileira cumprirá, concedido o exequatur e segundo a forma estabelecida pele lei brasileira, as diligências deprecadas por autoridade estrangeira competente, observando a lei desta, quanto ao objeto das diligências.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art12_par2
"CPT","decreto_lei_4657_19420904, Art. 13., caput",108,109,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A prova dos fatos ocorridos em país estrangeiro rege-se pela lei que nele vigorar, quanto ao ônus e aos meios de produzir-se, não admitindo os tribunais brasileiros provas que a lei brasileira desconheça.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art13_cpt
"CPT","decreto_lei_4657_19420904, Art. 14., caput",112,113,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Não conhecendo a lei estrangeira, poderá o juiz exigir de quem a invoca prova do texto e da vigência.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art14_cpt
"CPT","decreto_lei_4657_19420904, Art. 15., caput",116,127,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Será executada no Brasil a sentença proferida no estrangeiro, que reuna os seguintes requisitos: haver sido proferida por juiz competente; terem sido os partes citadas ou haver-se legalmente verificado à revelia; ter passado em julgado e estar revestida das formalidades necessárias para a execução no lugar em que foi proferida; estar traduzida por intérprete autorizado; ter sido homologada pelo Supremo Tribunal Federal. (Vide art. 105, I, i, da Constituição Federal, com redação dada pela Emenda Constitucional nº 45, de 2004)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art15_cpt
"PAR","decreto_lei_4657_19420904, Art. 15., Parágrafo único.",128,129,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] (Revogado pela Lei nº 12.036, de 1.10.2009)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art15_par1u
"CPT","decreto_lei_4657_19420904, Art. 16., caput",132,133,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Quando, nos termos dos artigos precedentes, se houver de aplicar a lei estrangeira, ter-se-á em vista a disposição desta, sem considerar-se qualquer remissão por ela feita a outra lei.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art16_cpt
"CPT","decreto_lei_4657_19420904, Art. 17., caput",136,137,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] As leis, atos e sentenças de outro país, bem como quaisquer declarações de vontade, não terão eficácia no Brasil, quando ofenderem a soberania nacional, a ordem pública e os bons costumes.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art17_cpt
"CPT","decreto_lei_4657_19420904, Art. 18., caput",140,141,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Tratando-se de brasileiros, são competentes as autoridades consulares brasileiras para lhes celebrar o casamento e os mais atos de Registro Civil e de tabelionato, inclusive o registro de nascimento e de óbito dos filhos de brasileiro ou brasileira nascido no país da sede do Consulado. (“Caput” do artigo com redação dada pela Lei nº 3.238, de 1.8.1957)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art18_cpt
"PAR","decreto_lei_4657_19420904, Art. 18., § 1º",142,143,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] As autoridades consulares brasileiras também poderão celebrar a separação consensual e o divórcio consensual de brasileiros, não havendo filhos menores ou incapazes do casal e observados os requisitos legais quanto aos prazos, devendo constar da respectiva escritura pública as disposições relativas à descrição e à partilha dos bens comuns e à pensão alimentícia e, ainda, ao acordo quanto à retomada pelo cônjuge de seu nome de solteiro ou à manutenção do nome adotado quando se deu o casamento. (Parágrafo acrescido pela Lei nº 12.874, de 29.10.2013, publicada no DOU de 30.10.2013, em vigor 120 dias após a publicação)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art18_par1
"PAR","decreto_lei_4657_19420904, Art. 18., § 2º",144,145,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] É indispensável a assistência de advogado, devidamente constituído, que se dará mediante a subscrição de petição, juntamente com ambas as partes, ou com apenas uma delas, caso a outra constitua advogado próprio, não se fazendo necessário que a assinatura do advogado conste da escritura pública. (Parágrafo acrescido pela Lei nº 12.874, de 29.10.2013, publicada no DOU de 30.10.2013, em vigor 120 dias após a publicação)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art18_par2
"CPT","decreto_lei_4657_19420904, Art. 19., caput",148,149,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Reputam-se válidos todos os atos indicados no artigo anterior e celebrados pelos cônsules brasileiros na vigência do Decreto-Lei nº 4.657, de 4 de setembro de 1942, desde que satisfaçam todos os requisitos legais.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art19_cpt
"PAR","decreto_lei_4657_19420904, Art. 19., Parágrafo único.",150,151,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] No caso em que a celebração desses atos tiver sido recusada pelas autoridades consulares, com fundamento no artigo 18 do mesmo Decreto-Lei, ao interessado é facultado renovar o pedido dentro em 90 (noventa) dias contados da data da publicação desta Lei. (Artigo acrescido pela Lei nº 3.238, de 1.8.1957)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art19_par1u
"CPT","decreto_lei_4657_19420904, Art. 20., caput",154,155,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Nas esferas administrativa, controladora e judicial, não se decidirá com base em valores jurídicos abstratos sem que sejam consideradas as consequências práticas da decisão.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art20_cpt
"PAR","decreto_lei_4657_19420904, Art. 20., Parágrafo único.",156,157,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A motivação demonstrará a necessidade e a adequação da medida imposta ou da invalidação de ato, contrato, ajuste, processo ou norma administrativa, inclusive em face das possíveis alternativas. (Artigo acrescido pela Lei nº 13.655, de 25.4.2018)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art20_par1u
"CPT","decreto_lei_4657_19420904, Art. 21., caput",160,161,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A decisão que, nas esferas administrativa, controladora ou judicial, decretar a invalidação de ato, contrato, ajuste, processo ou norma administrativa deverá indicar de modo expresso suas consequências jurídicas e administrativas.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art21_cpt
"PAR","decreto_lei_4657_19420904, Art. 21., Parágrafo único.",162,163,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A decisão a que se refere o caput deste artigo deverá, quando for o caso, indicar as condições para que a regularização ocorra de modo proporcional e equânime e sem prejuízo aos interesses gerais, não se podendo impor aos sujeitos atingidos ônus ou perdas que, em função das peculiaridades do caso, sejam anormais ou excessivos. (Artigo acrescido pela Lei nº 13.655, de 25.4.2018)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art21_par1u
"CPT","decreto_lei_4657_19420904, Art. 22., caput",166,167,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Na interpretação de normas sobre gestão pública, serão considerados os obstáculos e as dificuldades reais do gestor e as exigências das políticas públicas a seu cargo, sem prejuízo dos direitos dos administrados.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art22_cpt
"PAR","decreto_lei_4657_19420904, Art. 22., § 1º",168,169,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Em decisão sobre regularidade de conduta ou validade de ato, contrato, ajuste, processo ou norma administrativa, serão consideradas as circunstâncias práticas que houverem imposto, limitado ou condicionado a ação do agente.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art22_par1
"PAR","decreto_lei_4657_19420904, Art. 22., § 2º",170,171,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Na aplicação de sanções, serão consideradas a natureza e a gravidade da infração cometida, os danos que dela provierem para a administração pública, as circunstâncias agravantes ou atenuantes e os antecedentes do agente.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art22_par2
"PAR","decreto_lei_4657_19420904, Art. 22., § 3º",172,173,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] As sanções aplicadas ao agente serão levadas em conta na dosimetria das demais sanções de mesma natureza e relativas ao mesmo fato. (Artigo acrescido pela Lei nº 13.655, de 25.4.2018)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art22_par3
"CPT","decreto_lei_4657_19420904, Art. 23., caput",176,177,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A decisão administrativa, controladora ou judicial que estabelecer interpretação ou orientação nova sobre norma de conteúdo indeterminado, impondo novo dever ou novo condicionamento de direito, deverá prever regime de transição quando indispensável para que o novo dever ou condicionamento de direito seja cumprido de modo proporcional, equânime e eficiente e sem prejuízo aos interesses gerais.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art23_cpt
"PAR","decreto_lei_4657_19420904, Art. 23., Parágrafo único.",178,179,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] (VETADO). (Artigo acrescido pela Lei nº 13.655, de 25.4.2018)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art23_par1u
"CPT","decreto_lei_4657_19420904, Art. 24., caput",182,183,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] A revisão, nas esferas administrativa, controladora ou judicial, quanto à validade de ato, contrato, ajuste, processo ou norma administrativa cuja produção já se houver completado levará em conta as orientações gerais da época, sendo vedado que, com base em mudança posterior de orientação geral, se declarem inválidas situações plenamente constituídas.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art24_cpt
"PAR","decreto_lei_4657_19420904, Art. 24., Parágrafo único.",184,185,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Consideram-se orientações gerais as interpretações e especificações contidas em atos públicos de caráter geral ou em jurisprudência judicial ou administrativa majoritária, e ainda as adotadas por prática administrativa reiterada e de amplo conhecimento público. (Artigo acrescido pela Lei nº 13.655, de 25.4.2018)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art24_par1u
"CPT","decreto_lei_4657_19420904, Art. 25., caput",188,189,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] (VETADO na Lei nº 13.655, de 25.4.2018)",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art25_cpt
"CPT","decreto_lei_4657_19420904, Art. 26., caput",192,193,"[ Lei de Introdução às normas do Direito Brasileiro.(Ementa com redação dada pela Lei nº 12.376, de 30.12.2010) | ] Para eliminar irregularidade, incerteza jurídica ou situação contenciosa na aplicação do direito público, inclusive no caso de expedição de licença, a autoridade administrativa poderá, após oitiva do órgão jurídico e, quando for o caso, após realização de consulta pública, e presentes razões de relevante interesse geral, celebrar compromisso com os interessados, observada a legislação aplicável, o qual só produzirá efeitos a partir de sua publicação oficial.",urn:lex:br:federal:decreto.lei:1942-09-04;4657!art26_cpt
